-0.1002569,0.3516388,2.929639
-0.08393678,0.3898099,2.983717
-0.08544619,0.6546612,3.022127
-0.1286056,0.8312955,3.059714
-0.2519051,0.6250355,3.024695
-0.3667038,0.7859284,2.894676
-0.3942254,0.977649,2.803981
-0.405709,1.04103,2.782107
0.02657911,0.676343,2.94856
-0.03595912,0.8493331,2.844705
-0.2232411,1.043585,2.803638
-0.2372024,1.103893,2.801606
-0.1601364,0.284366,2.903203
-0.2083921,-0.2888465,2.905639
-0.2409195,-0.6842293,2.948219
-0.2585495,-0.746543,2.891518
-0.04706954,0.289666,2.913118
0.007757314,-0.2831038,2.907516
0.007978785,-0.6956505,2.970465
0.03312909,-0.7636811,2.913542
